<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AFSC.US,D,20250428,000000,26.15,26.15,25.91,26.04,3411,0
AFSC.US,D,20250429,000000,25.9,26.26,25.9,26.21,4515,0
AFSC.US,D,20250430,000000,25.81,26.2,25.81,26.2,3335,0
AFSC.US,D,20250501,000000,26.11,26.49,26.11,26.22,515,0
AFSC.US,D,20250502,000000,26.03,26.94,26.03,26.94,5308,0
AFSC.US,D,20250505,000000,26.84,26.84,26.72,26.72,237,0
AFSC.US,D,20250506,000000,26.53,26.66,26.53,26.58,4307,0
AFSC.US,D,20250507,000000,26.7,26.7,26.61,26.62,301,0
AFSC.US,D,20250508,000000,26.84,27.26,26.8,27.11,6700,0
AFSC.US,D,20250509,000000,27.12,27.12,26.87,27,23219,0
AFSC.US,D,20250512,000000,27.93,27.93,27.51,27.7041,50692,0
AFSC.US,D,20250513,000000,27.75,28.01,27.75,27.9484,5590,0
AFSC.US,D,20250514,000000,27.87,27.87,27.76,27.772,575,0
AFSC.US,D,20250515,000000,27.82,27.9226,27.82,27.9226,100,0
AFSC.US,D,20250516,000000,27.94,28.14,27.93,28.14,625,0
AFSC.US,D,20250519,000000,27.95,28.17,27.93,28.1608,28691,0
AFSC.US,D,20250520,000000,28.08,28.22,28.08,28.1886,93811,0
AFSC.US,D,20250521,000000,27.96,27.96,27.525,27.525,53257,0
AFSC.US,D,20250522,000000,27.47,27.57,27.4345,27.4345,89858,0
AFSC.US,D,20250523,000000,27.27,27.44,27.27,27.4135,85319,0
AFSC.US,D,20250527,000000,27.58,27.96,27.58,27.96,69299,0
AFSC.US,D,20250528,000000,27.84,27.88,27.6479,27.6479,3369,0
AFSC.US,D,20250529,000000,27.6,27.7146,27.6,27.7146,70100,0
AFSC.US,D,20250530,000000,27.47,27.8477,27.47,27.8477,53203,0
AFSC.US,D,20250602,000000,27.48,27.7303,27.47,27.7303,96832,0
AFSC.US,D,20250603,000000,27.71,27.9622,27.71,27.9622,1399,0
AFSC.US,D,20250604,000000,28.17,28.17,28.0331,28.0331,100,0
AFSC.US,D,20250605,000000,27.94,28.11,27.94,28.0229,2716,0
AFSC.US,D,20250606,000000,28.32,28.323,28.28,28.323,5191,0
AFSC.US,D,20250609,000000,28.44,28.535,28.38,28.4665,33911,0
AFSC.US,D,20250610,000000,28.41,28.45,28.35,28.3759,5476,0
AFSC.US,D,20250611,000000,28.53,28.53,28.2775,28.2775,428,0
AFSC.US,D,20250613,000000,27.77,27.79,27.62,27.6427,407,0
AFSC.US,D,20250617,000000,27.78,27.7944,27.78,27.7944,100,0
AFSC.US,D,20250618,000000,28.03,28.03,27.91,27.91,120,0
AFSC.US,D,20250620,000000,27.72,27.72,27.72,27.72,200,0
AFSC.US,D,20250623,000000,26.99,28.1213,26.99,28.1213,4861,0
AFSC.US,D,20250624,000000,28.4272,28.455,28.4272,28.455,812,0
