<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AGEM.US,D,20250717,000000,33.82,33.8687,33.79,33.8687,3776,0
AGEM.US,D,20250718,000000,33.7,33.9763,33.7,33.82,3272,0
AGEM.US,D,20250721,000000,34.09,34.14,33.97,34.135,2300,0
AGEM.US,D,20250722,000000,33.75,34.1145,33.75,34.1145,421,0
AGEM.US,D,20250723,000000,34.32,34.5291,34.32,34.5291,2871,0
AGEM.US,D,20250724,000000,34.33,34.346,34.33,34.346,239,0
AGEM.US,D,20250725,000000,34.17,34.23,34.17,34.23,339,0
AGEM.US,D,20250728,000000,34,34.05,33.98,34.05,669,0
AGEM.US,D,20250730,000000,34.01,34.06,33.79,33.8122,1622,0
AGEM.US,D,20250731,000000,33.58,33.73,33.58,33.6019,1353,0
AGEM.US,D,20250801,000000,33.45,33.45,33.4428,33.4428,295,0
AGEM.US,D,20250804,000000,33.59,33.9504,33.59,33.9504,979,0
AGEM.US,D,20250805,000000,34.08,34.12,34.08,34.1,956,0
AGEM.US,D,20250806,000000,33.8,34.1908,33.8,34.1908,2527,0
AGEM.US,D,20250807,000000,34.41,34.4857,34.41,34.4857,490,0
AGEM.US,D,20250811,000000,34.5492,34.5492,34.4731,34.4731,299,0
AGEM.US,D,20250812,000000,34.61,35.06,34.48,35.06,12546,0
AGEM.US,D,20250813,000000,35.44,35.4401,35.4198,35.4198,727,0
AGEM.US,D,20250814,000000,35.17,35.17,35.095,35.095,291,0
AGEM.US,D,20250815,000000,35.55,35.55,35.1719,35.1719,106,0
AGEM.US,D,20250818,000000,35.2,35.2678,35.2,35.2678,894,0
AGEM.US,D,20250821,000000,34.787,34.8163,34.787,34.8163,487,0
AGEM.US,D,20250822,000000,35.35,35.4431,35.35,35.4431,5964,0
AGEM.US,D,20250825,000000,35.49,35.49,35.3744,35.3744,380,0
AGEM.US,D,20250826,000000,35.27,35.3122,35.27,35.3122,461,0
AGEM.US,D,20250827,000000,35.073,35.1413,35.073,35.1413,881,0
AGEM.US,D,20250828,000000,35.2585,35.265,35.2585,35.265,381,0
AGEM.US,D,20250829,000000,35.1,35.18,35.08,35.14,614,0
AGEM.US,D,20250902,000000,34.7,34.821,34.7,34.821,306,0
AGEM.US,D,20250903,000000,34.96,35.0152,34.96,35.0152,337,0
AGEM.US,D,20250905,000000,35.33,35.4109,35.33,35.4109,307,0
AGEM.US,D,20250909,000000,35.91,35.9592,35.91,35.945,1770,0
AGEM.US,D,20250910,000000,36.2,36.2,36.1599,36.1599,288,0
AGEM.US,D,20250911,000000,36.16,36.6975,36.16,36.6975,502,0
AGEM.US,D,20250912,000000,36.97,36.97,36.63,36.76,765,0
AGEM.US,D,20250915,000000,36.991,37.0255,36.991,37.0255,274,0
AGEM.US,D,20250916,000000,37.2001,37.3722,37.2001,37.3722,3152,0
AGEM.US,D,20250917,000000,37.5,37.5,37.4855,37.4855,875,0
AGEM.US,D,20250918,000000,37.06,37.37,37.06,37.29,3548,0
