<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AGIX.US,D,20250310,000000,25.75,25.75,24.85,24.96,31225,0
AGIX.US,D,20250311,000000,24.99,25.61,24.9,25.35,37319,0
AGIX.US,D,20250312,000000,25.83,26.05,25.605,25.88,11031,0
AGIX.US,D,20250313,000000,25.75,25.75,25,25.02,7837,0
AGIX.US,D,20250314,000000,25.46,25.83,25.46,25.8193,5630,0
AGIX.US,D,20250317,000000,25.82,26.15,25.82,25.9968,5250,0
AGIX.US,D,20250318,000000,26,26,25.18,25.4,76699,0
AGIX.US,D,20250319,000000,25.56,26.03,25.56,25.8956,5054,0
AGIX.US,D,20250320,000000,25.75,26.14,25.65,25.83,8303,0
AGIX.US,D,20250321,000000,25.38,26.0359,25.38,26.0145,6753,0
AGIX.US,D,20250324,000000,26.31,26.85,26.31,26.85,4492,0
AGIX.US,D,20250325,000000,26.93,27,26.86,27,7867,0
AGIX.US,D,20250326,000000,26.9,26.9,26.02,26.02,8055,0
AGIX.US,D,20250327,000000,25.84,25.98,25.7,25.82,3788,0
AGIX.US,D,20250328,000000,25.57,25.57,24.85,24.9145,10238,0
AGIX.US,D,20250331,000000,24.52,24.57,23.9293,24.53,15624,0
AGIX.US,D,20250401,000000,24.53,25.03,24.45,25.03,3131,0
AGIX.US,D,20250402,000000,25.02,25.545,24.68,25.41,16682,0
AGIX.US,D,20250403,000000,24.75,24.75,23.15,23.3921,47542,0
AGIX.US,D,20250404,000000,22.55,22.59,21.75,22.11,49196,0
AGIX.US,D,20250407,000000,21.54,22.69,20.815,22.18,30203,0
AGIX.US,D,20250408,000000,23,23.52,21.5,21.59,28777,0
AGIX.US,D,20250409,000000,21.96,24.41,21.9,24.17,9305,0
AGIX.US,D,20250410,000000,24.09,24.09,22.9,23.5,6834,0
AGIX.US,D,20250411,000000,23.63,23.97,23.26,23.97,15724,0
AGIX.US,D,20250414,000000,24.3,24.33,23.68,23.93,13174,0
AGIX.US,D,20250415,000000,24.05,24.05,23.8,23.9445,6620,0
AGIX.US,D,20250416,000000,23.6,23.69,23.09,23.46,3679,0
AGIX.US,D,20250417,000000,23.31,23.35,23.1417,23.2123,6496,0
AGIX.US,D,20250421,000000,23.17,23.17,22.35,22.62,11171,0
AGIX.US,D,20250422,000000,22.7512,23.14,22.7512,22.8947,4229,0
AGIX.US,D,20250423,000000,24.26,24.45,23.96,24.1,6013,0
AGIX.US,D,20250424,000000,24.7307,25.14,24.7307,25.14,3761,0
AGIX.US,D,20250425,000000,25.2935,25.53,25.2034,25.4932,2781,0
AGIX.US,D,20250428,000000,25.5804,25.6971,25.25,25.5931,5722,0
AGIX.US,D,20250429,000000,25.62,25.7698,25.62,25.75,1073,0
AGIX.US,D,20250430,000000,25.44,25.64,24.95,25.64,20114,0
AGIX.US,D,20250501,000000,26,26.34,25.9,25.97,4156,0
AGIX.US,D,20250502,000000,26.37,26.8988,26.37,26.743,20205,0
AGIX.US,D,20250505,000000,26.6391,26.87,26.6391,26.72,3884,0
AGIX.US,D,20250506,000000,26.16,26.47,26.16,26.39,7494,0
AGIX.US,D,20250507,000000,26.38,26.6002,26.35,26.35,1569,0
AGIX.US,D,20250508,000000,26.99,27.23,26.88,27.1,7295,0
AGIX.US,D,20250509,000000,27.235,27.235,26.7714,26.9895,3456,0
AGIX.US,D,20250512,000000,28.65,28.65,28.02,28.405,9626,0
AGIX.US,D,20250513,000000,28.72,29.1,28.49,29.03,8380,0
AGIX.US,D,20250514,000000,29.41,29.55,29.17,29.47,8391,0
AGIX.US,D,20250515,000000,29.15,29.29,29.1,29.21,8826,0
AGIX.US,D,20250516,000000,29.34,29.3699,29.145,29.3054,9499,0
AGIX.US,D,20250519,000000,28.67,29.21,28.67,29.21,8618,0
AGIX.US,D,20250520,000000,29.21,29.26,28.97,29.19,25491,0
AGIX.US,D,20250521,000000,28.9,29.06,28.6,28.71,8648,0
AGIX.US,D,20250522,000000,29.0799,29.1,28.83,28.83,12233,0
AGIX.US,D,20250523,000000,28.38,28.735,28.12,28.5,14621,0
AGIX.US,D,20250527,000000,28.96,29.3599,28.96,29.27,10269,0
AGIX.US,D,20250528,000000,29.27,29.33,29.05,29.05,21624,0
AGIX.US,D,20250529,000000,29.06,29.15,28.72,28.72,24434,0
AGIX.US,D,20250530,000000,28.72,28.97,28.44,28.97,6692,0
AGIX.US,D,20250602,000000,29.02,29.34,28.72,29.34,3058,0
AGIX.US,D,20250603,000000,29.4,29.6299,29.28,29.5656,53376,0
AGIX.US,D,20250604,000000,29.7,29.82,29.55,29.8,5940,0
AGIX.US,D,20250605,000000,29.8,30.44,29.8,29.87,14323,0
AGIX.US,D,20250606,000000,29.87,30.38,29.87,30.32,9916,0
AGIX.US,D,20250609,000000,30.39,30.55,30.28,30.45,12097,0
